synset_name	synset_definition	frame_0	frame_1	frame_2	frame_3	frame_4
meteor.n.02	meteor, shooting star, a streak of light in the sky at night that results when a meteoroid hits the earths atmosphere and air friction causes the meteoroid to melt or vaporize or explode	LIGHT_SHINE	REFLECT	LIGHTEN	DIM	APPEAR
meteor_shower.n.01	meteor shower, meteor stream, a transient shower of meteors when a meteor swarm enters the earths atmosphere	LIGHT_SHINE	LIGHTEN	REFLECT	METEOROLOGICAL	DIM
meteortropism.n.01	meteortropism, an effect of climate on biological processes as the effect on joint pains etc	HURT_HARM_ACHE	AFFECT	WORSEN	CHANGE-APPEARANCE/STATE	COOL
method_acting.n.01	method acting, method, an acting technique introduced by stanislavsky in which the actor recalls emotions or reactions from his or her own life and uses them to identify with the character being portrayed	PERFORM	BEHAVE	CARRY-OUT-ACTION	EMCEE	PLAY_SPORT/GAME
metier.n.02	metier, medium, an occupation for which you are especially well suited	WORK	AMELIORATE	CAUSE-MENTAL-STATE	FOCUS	PREPARE
metrazol_shock.n.01	metrazol shock, metrazol shock therapy, metrazol shock treatment, the administration of sufficient metrazol to induce convulsions and coma	HELP_HEAL_CARE_CURE	HURT_HARM_ACHE	MAKE-RELAX	UNDERGO-EXPERIENCE	CONTRACT-AN-ILLNESS_INFECT
michelson-morley_experiment.n.01	Michelson-Morley experiment, a celebrated experiment conducted by albert michelson and edward morley their failure to detect any influence of the earths motion on the velocity of light was the starting point for einsteins theory of relativity	ANALYZE	VERIFY	TRY	MEASURE_EVALUATE	SEARCH
michigan.n.03	Michigan, Chicago, Newmarket, boodle, stops, a gambling card game in which chips are placed on the ace and king and queen and jack of separate suits taken from a separate deck a player plays the lowest card of a suit in his hand and successively higher cards are played until the sequence stops the player who plays a card matching one in the layout wins all the chips on that card	PLAY_SPORT/GAME	BID	FIGHT	FACE_CHALLENGE	COMPETE
microevolution.n.01	microevolution, evolution resulting from small specific genetic changes that can lead to a new subspecies	AMELIORATE	CONVERT	CHANGE-APPEARANCE/STATE	DEVELOP_AGE	CHANGE_SWITCH
micrometry.n.01	micrometry, measuring with a micrometer	MEASURE_EVALUATE	CALCULATE_ESTIMATE	RECORD	VERIFY	ANALYZE
microphoning.n.01	microphoning, the transduction of sound waves into electrical waves by a microphone	CONVERT	COMBINE_MIX_UNITE	TREAT-WITH/BY	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH
microscopy.n.01	microscopy, research with the use of microscopes	ANALYZE	SEARCH	VERIFY	FIND	MEASURE_EVALUATE
microsurgery.n.01	microsurgery, surgery using operating microscopes and miniaturized precision instruments to perform intricate procedures on very small structures	REPAIR_REMEDY	INSERT	HOLE_PIERCE	JOIN_CONNECT	CUT
microwave_spectroscopy.n.01	microwave spectroscopy, the use of spectroscopy to study atomic or molecular resonances in the microwave spectrum	ANALYZE	MEASURE_EVALUATE	VERIFY	HEAT	COOK
micturition_reflex.n.01	micturition reflex, relaxation of the urethral sphincter in response to increased pressure in the bladder	PRESS_PUSH_FOLD	MAKE-RELAX	REDUCE_DIMINISH	UNFASTEN_UNFOLD	LOWER
mid-off.n.01	mid-off, the fielding position in cricket closest to the bowler on the off side	PLAY_SPORT/GAME	LIE	LOWER	STOP	MOVE-BACK
mid-on.n.01	mid-on, the fielding position in cricket closest to the bowler on the on side	LIE	PLAY_SPORT/GAME	MOVE-BACK	PUT_APPLY_PLACE_PAVE	HIT
midnight_sun.n.01	midnight sun, the sun visible at midnight inside the arctic or antarctic circles	REFLECT	LIGHT_SHINE	LIGHTEN	SHOW	APPEAR
midterm_examination.n.01	midterm examination, midterm exam, midterm, an examination administered in the middle of an academic term	ANALYZE	VERIFY	MEASURE_EVALUATE	SEARCH	SUBJECTIVE-JUDGING
midwifery.n.02	midwifery, assisting women at childbirth	WORK	HELP_HEAL_CARE_CURE	GIVE-BIRTH	REPAIR_REMEDY	MANAGE
might-have-been.n.01	might-have-been, an event that could have occurred but never did	HAPPEN_OCCUR	DERIVE	RESULT_CONSEQUENCE	APPEAR	BEGIN
migration.n.03	migration, chemistry the nonrandom movement of an atom or radical from one place to another within a molecule	MOVE-ONESELF	TRAVEL	GO-FORWARD	MOVE-SOMETHING	RUN
mikvah.n.01	mikvah, hebrew a ritual purification and cleansing bath that orthodox jews take on certain occasions as before sabbath or after menstruation	WASH_CLEAN	CONVERT	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH	WET
mildness.n.01	mildness, clemency, good weather with comfortable temperatures	WORSEN	WEAKEN	REDUCE_DIMINISH	SPOIL	DEBASE_ADULTERATE
mile.n.08	mile, a footrace extending one mile	RUN	TRAVEL	JUMP	GO-FORWARD	EXTEND
milestone.n.02	milestone, a significant event in your life or in a project	HAPPEN_OCCUR	REACH	BEGIN	ACHIEVE	RESULT_CONSEQUENCE
militainment.n.01	militainment, entertainment with military themes in which the department of defense is celebrated	CELEBRATE_PARTY	ENJOY	EMBELLISH	AROUSE_WAKE_ENLIVEN	CAUSE-MENTAL-STATE
military_action.n.01	military action, action, a military engagement	ATTACK_BOMB	FIGHT	SHOOT_LAUNCH_PROPEL	FACE_CHALLENGE	CONQUER
military_censorship.n.01	military censorship, all types of censorship conducted by personnel of the armed forces	RESTRAIN	PRECLUDE_FORBID_EXPEL	STOP	ABSTAIN_AVOID_REFRAIN	CAGE_IMPRISON
military_ceremony.n.01	military ceremony, a formal ceremony performed by military personnel	EMCEE	COMMUNE	CELEBRATE_PARTY	PERFORM	ESTABLISH
military_ceremony.n.02	military ceremony, a military custom performed in observance of some event or anniversary	PERFORM	EMCEE	CELEBRATE_PARTY	COMMUNE	DANCE
military_drill.n.01	military drill, training in marching and the use of weapons	STUDY	TEACH	LEARN	KNOW	TRY
military_service.n.02	military service, land tenure by service in the lords army	WORK	ASSIGN-smt-to-smn	TAKE-A-SERVICE_RENT	CONQUER	STAY_DWELL
military_training.n.01	military training, training soldiers in military procedures	TEACH	STUDY	LEARN	PREPARE	KNOW
milk_leg.n.01	milk leg, white leg, phlegmasia alba dolens, painful thrombosis of the femoral vein in the leg following childbirth	HURT_HARM_ACHE	NOURISH_FEED	EXCRETE	CONTRACT-AN-ILLNESS_INFECT	KILL
mimicry.n.02	mimicry, the resemblance of an animal species to another species or to natural objects provides concealment and protection from predators	SIMULATE	REPRESENT	MATCH	DIVERSIFY	HARMONIZE
mind's_eye.n.01	mind's eye, the imaging of remembered or invented scenes	REMEMBER	IMAGINE	PERCEIVE	KNOW	SEE
mind_game.n.01	mind game, any game designed to exercise the intellect	PLAY_SPORT/GAME	TRY	BID	PERFORM	FIGHT
mind_game.n.02	mind game, deliberate actions of calculated psychological manipulation intended to intimidate or confuse usually for competitive advantage	PLAY_SPORT/GAME	DECEIVE	BEHAVE	PERSUADE	PRETEND
mine_disposal.n.01	mine disposal, the disposal of explosive mines	EMPTY_UNLOAD	DISCARD	REMOVE_TAKE-AWAY_KIDNAP	USE	RETAIN_KEEP_SAVE-MONEY
minesweeping.n.01	minesweeping, the activity of detecting and disposing of marine mines	HIT	SEARCH	ATTACK_BOMB	FIND	SHOOT_LAUNCH_PROPEL
miniature_golf.n.01	miniature golf, a novelty version of golf played with golf balls and putters on a miniature course featuring many obstacles	PLAY_SPORT/GAME	HIT	PERFORM	SCORE	FIGHT
minimally_invasive_coronary_bypass_surgery.n.01	minimally invasive coronary bypass surgery, heart surgery in which a coronary bypass is performed on the beating heart by the use of small instruments and cameras threaded through small incisions	HURT_HARM_ACHE	REPAIR_REMEDY	CASTRATE	CUT	HELP_HEAL_CARE_CURE
minister.n.04	minister, the job of a head of a government department	LEAD_GOVERN	ASSIGN-smt-to-smn	WORK	MANAGE	EMCEE
ministry.n.04	ministry, the work of a minister of religion	WORK	MANAGE	LEAD_GOVERN	ASSIGN-smt-to-smn	EMCEE
minnesota_multiphasic_personality_inventory.n.01	Minnesota Multiphasic Personality Inventory, MMPI, a selfreport personality inventory consisting of 550 items that describe feelings or actions which the person is asked to agree with or disagree with many scales estimating traits and qualities of personality have been developed using mmpi items	ANALYZE	VERIFY	RECORD	MEASURE_EVALUATE	CALCULATE_ESTIMATE
minor_surgery.n.01	minor surgery, any surgical procedure that does not involve anesthesia or respiratory assistance	REPAIR_REMEDY	HELP_HEAL_CARE_CURE	CASTRATE	REMOVE_TAKE-AWAY_KIDNAP	STABILIZE_SUPPORT-PHYSICALLY
minstrel_show.n.02	minstrel show, a variety show in which the performers are made up in blackface	PERFORM	SING	DANCE	PLAY_SPORT/GAME	EMCEE
minuet.n.01	minuet, a stately court dance in the 17th century	DANCE	SING	PERFORM	MAKE-A-SOUND	PLAY_SPORT/GAME
miotic_eyedrop.n.01	miotic eyedrop, a treatment for glaucoma the eyedrops increase the outflow of aqueous humor by constricting the pupil	HELP_HEAL_CARE_CURE	REPAIR_REMEDY	STRENGTHEN_MAKE-RESISTANT	MAKE-RELAX	AMELIORATE
miracle.n.01	miracle, any amazing or wonderful occurrence	HAPPEN_OCCUR	UNDERGO-EXPERIENCE	RESULT_CONSEQUENCE	BEGIN	AFFECT
miracle.n.02	miracle, a marvellous event manifesting a supernatural act of a divine agent	APPEAR	HAPPEN_OCCUR	UNDERGO-EXPERIENCE	CAUSE-SMT	RESULT_CONSEQUENCE
mirage.n.01	mirage, an optical illusion in which atmospheric refraction by a layer of hot air distorts or inverts reflections of distant objects	DIM	REFLECT	CLOUD_SHADOW_HIDE	LIGHT_SHINE	SHOW
misappropriation.n.02	misappropriation, wrongful borrowing	STEAL_DEPRIVE	OBTAIN	VIOLATE	USE	FAKE
miscue.n.01	miscue, a faulty shot in billiards the cue tip slips off the cue ball	HIT	SCORE	THROW	PLAY_SPORT/GAME	SHOOT_LAUNCH_PROPEL
misdirection.n.01	misdirection, an incorrect charge to a jury given by a judge	DIRECT_AIM_MANEUVER	SEND	DECEIVE	MOVE-SOMETHING	TURN_CHANGE-DIRECTION
misfeasance.n.01	misfeasance, doing a proper act in a wrongful or injurious manner	VIOLATE	STEAL_DEPRIVE	DECEIVE	BEHAVE	FAKE
misfortune.n.01	misfortune, bad luck, unnecessary and unforeseen trouble resulting from an unfortunate event	HAPPEN_OCCUR	HURT_HARM_ACHE	RISK	RESULT_CONSEQUENCE	CAUSE-MENTAL-STATE
mishap.n.02	mishap, misadventure, mischance, an instance of misfortune	HAPPEN_OCCUR	HURT_HARM_ACHE	VIOLATE	MISTAKE	MESS
mission.n.02	mission, military mission, an operation that is assigned by a higher headquarters	MANAGE	DIRECT_AIM_MANEUVER	LEAD_GOVERN	ORDER	ASSIGN-smt-to-smn
mission.n.04	mission, missionary work, the organized work of a religious missionary	WORK	LEAD_GOVERN	MANAGE	ASSIGN-smt-to-smn	WATCH_LOOK-OUT
mission_impossible.n.01	mission impossible, an extremely dangerous or difficult mission	RISK	DIRECT_AIM_MANEUVER	ABSTAIN_AVOID_REFRAIN	PRECLUDE_FORBID_EXPEL	MISS_OMIT_LACK
mistral.n.01	mistral, a strong north wind that blows in france during the winter	AIR	METEOROLOGICAL	FLOW	BREATH_BLOW	EMIT
mistrial.n.01	mistrial, a trial that is invalid or inconclusive	SUBJECTIVE-JUDGING	REFUSE	PROVE	DELAY	ACCUSE
mitosis.n.01	mitosis, cell division in which the nucleus divides into nuclei containing the same number of chromosomes	SEPARATE_FILTER_DETACH	DIVIDE	DISBAND_BREAK-UP	COMBINE_MIX_UNITE	GIVE-BIRTH
mittelschmerz.n.01	mittelschmerz, pain in the area of the ovary that is felt at the time of ovulation usually midway through the menstrual cycle	HURT_HARM_ACHE	UNDERGO-EXPERIENCE	CONTRACT-AN-ILLNESS_INFECT	BREAK_DETERIORATE	AFFECT
mitzvah.n.02	mitzvah, mitsvah, judaism a good deed performed out of religious duty	COMMUNE	GIVE_GIFT	APPROVE_PRAISE	CARRY-OUT-ACTION	FOLLOW_SUPPORT_SPONSOR_FUND
mixed_farming.n.01	mixed farming, growing crops and feed and livestock all on the same farm	WORK	GROW_PLOW	MANAGE	PARTICIPATE	COMBINE_MIX_UNITE
mnemonic.n.01	mnemonic, a device such as a rhyme or acronym used to aid recall	REMEMBER	TEACH	LEARN	STUDY	UNDERSTAND
modality.n.04	modality, a method of therapy that involves physical or electrical therapeutic treatment	REPAIR_REMEDY	HELP_HEAL_CARE_CURE	CONVERT	CHANGE-APPEARANCE/STATE	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
moderate_breeze.n.01	moderate breeze, wind moving 1318 knots 4 on the beaufort scale	FLOW	AIR	GO-FORWARD	MOVE-ONESELF	TRAVEL
moderate_gale.n.01	moderate gale, near gale, wind moving 3238 knots 7 on the beaufort scale	MOVE-ONESELF	MOVE-SOMETHING	GO-FORWARD	TURN_CHANGE-DIRECTION	FLOW
moderatorship.n.01	moderatorship, the position of moderator	LEAD_GOVERN	MANAGE	ASSIGN-smt-to-smn	WORK	SUBJUGATE
modern_ballet.n.01	modern ballet, a style of ballet that admits a wider variety of movements	DANCE	PERFORM	SING	PLAY_SPORT/GAME	MAKE-A-SOUND
modern_dance.n.01	modern dance, a style of theatrical dancing that is not as restricted as classical ballet movements are expressive of feelings	DANCE	PERFORM	SING	MAKE-A-SOUND	CELEBRATE_PARTY
modernism.n.03	modernism, practices typical of contemporary life or thought	HARMONIZE	DIVERSIFY	CHANGE_SWITCH	AMELIORATE	CONVERT
modified_radical_mastectomy.n.01	modified radical mastectomy, removal of a breast and the pectoralis minor and some lymph nodes in the adjacent armpit	REMOVE_TAKE-AWAY_KIDNAP	CASTRATE	EMPTY_UNLOAD	CANCEL_ELIMINATE	WASH_CLEAN
moksa.n.01	moksa, hinduism release from the cycle of rebirth	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	CANCEL_ELIMINATE	UNFASTEN_UNFOLD	CHANGE-APPEARANCE/STATE	CONVERT
moment.n.05	moment, a turning force produced by an object acting at a distance or a measure of that force	TURN_CHANGE-DIRECTION	MOVE-SOMETHING	PRESS_PUSH_FOLD	INVERT_REVERSE	PULL
moment_of_a_couple.n.01	moment of a couple, given two equal and opposite forces the product of the force and the distance between them	COMBINE_MIX_UNITE	BORDER	REACH	COMPENSATE	JOIN_CONNECT
moment_of_inertia.n.01	moment of inertia, the tendency of a body to resist angular acceleration	MOVE-SOMETHING	GO-FORWARD	TRAVEL	MOVE-ONESELF	MOVE-BACK
monadic_operation.n.01	monadic operation, unary operation, an operation with exactly one operand	UNFASTEN_UNFOLD	OPERATE	REPAIR_REMEDY	REMOVE_TAKE-AWAY_KIDNAP	CASTRATE
monetarism.n.01	monetarism, an economic theory holding that variations in unemployment and the rate of inflation are usually caused by changes in the supply of money	COMPENSATE	ADJUST_CORRECT	DIVERSIFY	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH
money_laundering.n.01	money laundering, concealing the source of illegally gotten money	DECEIVE	CLOUD_SHADOW_HIDE	STEAL_DEPRIVE	VIOLATE	FAKE
moneymaking.n.01	moneymaking, the act of making money and accumulating wealth	EARN	BENEFIT_EXPLOIT	SELL	BUY	CORRUPT
monkey_business.n.01	monkey business, mischievous or deceitful behavior	PRETEND	BEHAVE	DECEIVE	VIOLATE	JOKE
monoculture.n.01	monoculture, the cultivation of a single crop on a farm or area or country	GROW_PLOW	WORK	ALLY_ASSOCIATE_MARRY	GENERATE	MANAGE
monohybrid_cross.n.01	monohybrid cross, hybridization using a single trait with two alleles as in mendels experiments with garden peas	COMBINE_MIX_UNITE	ALLY_ASSOCIATE_MARRY	GIVE-BIRTH	CONVERT	JOIN_CONNECT
monolatry.n.01	monolatry, the worship of a single god but without claiming that it is the only god	LIKE	COMMUNE	APPROVE_PRAISE	CELEBRATE_PARTY	SING
monopoly.n.03	Monopoly, a board game in which players try to gain a monopoly on real estate as pieces advance around the board according to the throw of a die	PLAY_SPORT/GAME	BID	FIGHT	MANAGE	COMPETE
monopsony.n.01	monopsony, economics a market in which goods or services are offered by several sellers but there is only one buyer	SELL	BUY	BENEFIT_EXPLOIT	CORRUPT	EARN
monroe_doctrine.n.01	Monroe Doctrine, an american foreign policy opposing interference in the western hemisphere from outside powers	PRECLUDE_FORBID_EXPEL	REFUSE	RESIST	OPPOSE_REBEL_DISSENT	AUTHORIZE_ADMIT
monsoon.n.01	monsoon, a seasonal wind in southern asia blows from the southwest bringing rain in summer and from the northeast in winter	METEOROLOGICAL	AIR	WET	FLOW	SPILL_POUR
monsoon.n.03	monsoon, any wind that changes direction with the seasons	AIR	METEOROLOGICAL	FLOW	BREATH_BLOW	WET
monstrosity.n.02	monstrosity, something hideous or frightful	HURT_HARM_ACHE	WORSEN	CONTRACT-AN-ILLNESS_INFECT	UNDERGO-EXPERIENCE	CAUSE-MENTAL-STATE
monte.n.01	monte, four-card monte, three-card monte, a gambling card game of spanish origin 3 or 4 cards are dealt face up and players bet that one of them will be matched before the others as the cards are dealt from the pack one at a time	BID	PLAY_SPORT/GAME	FIGHT	COMPETE	RISK
moon-worship.n.01	moon-worship, selenolatry, the worship of the moon	SING	PERFORM	DANCE	CELEBRATE_PARTY	APPROVE_PRAISE
moon_shot.n.01	moon shot, the launching of a spacecraft to the moon	SHOOT_LAUNCH_PROPEL	FLY	DIRECT_AIM_MANEUVER	THROW	GO-FORWARD
moonbeam.n.01	moonbeam, moon ray, moon-ray, a ray of moonlight	LIGHT_SHINE	REFLECT	LIGHTEN	DIM	COLOR
moonlight.n.01	moonlight, moonshine, Moon, the light of the moon	REFLECT	LIGHT_SHINE	LIGHTEN	DIM	COLOR
moonwalk.n.01	moonwalk, a kind of dance step in which the dancer seems to be sliding on the spot	DANCE	TRAVEL	JUMP	MOVE-ONESELF	MOVE-SOMETHING
moonwalk.n.02	moonwalk, an exploratory walk by an astronaut on the surface of the moon	TRAVEL	GO-FORWARD	RUN	MOVE-ONESELF	MOVE-BY-MEANS-OF
moot.n.01	moot, a hypothetical case that law students argue as an exercise	DELAY	SWITCH-OFF_TURN-OFF_SHUT-DOWN	FINISH_CONCLUDE_END	STOP	PRECLUDE_FORBID_EXPEL
moral_obligation.n.01	moral obligation, an obligation arising out of considerations of right and wrong	OBLIGE_FORCE	IMPLY	CHARGE	REQUIRE_NEED_WANT_HOPE	GUARANTEE_ENSURE_PROMISE
morale_building.n.01	morale building, morale booster, anything that serves to increase morale	INCREASE_ENLARGE_MULTIPLY	AMELIORATE	PROMOTE	STRENGTHEN_MAKE-RESISTANT	DEVELOP_AGE
moralism.n.02	moralism, judgments about another persons morality	SUBJECTIVE-JUDGING	CALCULATE_ESTIMATE	DECIDE_DETERMINE	INFER	BELIEVE
morphallaxis.n.01	morphallaxis, regeneration on a reduced scale of a body part observed especially in invertebrates such as certain lobsters	REPAIR_REMEDY	HELP_HEAL_CARE_CURE	RENEW	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	CONVERT
morphogenesis.n.01	morphogenesis, differentiation and growth of the structure of an organism or a part of an organism	CHANGE-APPEARANCE/STATE	CONVERT	AMELIORATE	INCREASE_ENLARGE_MULTIPLY	DEVELOP_AGE
morris_dance.n.01	morris dance, morris dancing, any of various english folk dances performed by dancers in costume	DANCE	SING	PERFORM	CELEBRATE_PARTY	SIMULATE
mortal_sin.n.01	mortal sin, deadly sin, an unpardonable sin entailing a total loss of grace	HURT_HARM_ACHE	VIOLATE	CONTRACT-AN-ILLNESS_INFECT	WORSEN	DEBASE_ADULTERATE
mortar_fire.n.01	mortar fire, artillery fire delivered by a mortar	ATTACK_BOMB	SHOOT_LAUNCH_PROPEL	FIGHT	THROW	HIT
mot.n.02	MOT, MOT test, Ministry of Transportation test, a compulsory annual test of older motor vehicles for safety and exhaust fumes	ANALYZE	VERIFY	SEARCH	MEASURE_EVALUATE	TRY
mother_lode.n.01	mother lode, champion lode, the main vein of ore in a deposit	STABILIZE_SUPPORT-PHYSICALLY	PUT_APPLY_PLACE_PAVE	EXTRACT	INSERT	COMBINE_MIX_UNITE
motor_control.n.01	motor control, control of muscles	MANAGE	DIRECT_AIM_MANEUVER	TURN_CHANGE-DIRECTION	MOVE-ONESELF	LEAD_GOVERN
motor_memory.n.01	motor memory, muscle memory, your memory for motor skills	REMEMBER	LEARN	KNOW	FORGET	UNDERSTAND
motorcade.n.01	motorcade, a procession of people traveling in motor cars	TRAVEL	GO-FORWARD	MOVE-BY-MEANS-OF	RUN	MOVE-ONESELF
mousetrap.n.02	mousetrap, trap play, american football a play in which a defensive player is allowed to cross the line of scrimmage and then blocked off as the runner goes through the place the lineman vacated	CATCH	HIT	STOP	PLAY_SPORT/GAME	CONQUER
moviemaking.n.01	moviemaking, movie making, film making, the production of movies	CREATE_MATERIALIZE	MOUNT_ASSEMBLE_PRODUCE	ESTABLISH	RECORD	PLAN_SCHEDULE
mpeg.n.01	MPEG, a set of standards adopted by the moving pictures experts group for the compression of digital video and audio data or a file of data compressed according to those standards	CONVERT	CHANGE-APPEARANCE/STATE	HARMONIZE	ADJUST_CORRECT	CHANGE_SWITCH
mud.n.02	mud, slanderous remarks or charges	OFFEND_DISESTEEM	CRITICIZE	ACCUSE	JOKE	DOWNPLAY_HUMILIATE
mud_bath.n.01	mud bath, a bath in warm mud as for treating rheumatism	WASH_CLEAN	DIP_DIVE	WET	HEAT	DRY
mudra.n.01	mudra, ritual hand movement in hindu religious dancing	DANCE	MOVE-ONESELF	TRAVEL	GO-FORWARD	RUN
mudslide.n.01	mudslide, a landslide of mud	FALL_SLIDE-DOWN	DROP	KNOCK-DOWN	PRESS_PUSH_FOLD	LOWER
mug's_game.n.01	mug's game, a futile or unprofitable endeavor	PLAY_SPORT/GAME	TRY	BID	FIGHT	BEHAVE
multimedia.n.01	multimedia, multimedia system, transmission that combine media of communication text and graphics and sound etc	TRANSMIT	CIRCULATE_SPREAD_DISTRIBUTE	SEND	COMBINE_MIX_UNITE	ADD
multiple_voting.n.01	multiple voting, the act of voting in more than one place by the same person at the same election illegal in us	CHOOSE	COMPETE	CIRCULATE_SPREAD_DISTRIBUTE	WIN	ASSIGN-smt-to-smn
multiplex_operation.n.01	multiplex operation, an operation in which two or more activities are interleaved	ALTERNATE	ADD	JOIN_CONNECT	COMBINE_MIX_UNITE	INCREASE_ENLARGE_MULTIPLY
multiprocessing.n.01	multiprocessing, parallel processing, simultaneous processing by two or more processing units	AUTOMATIZE	OPERATE	CARRY-OUT-ACTION	GENERATE	CREATE_MATERIALIZE
multiprogramming.n.01	multiprogramming, concurrent execution, the execution of two or more computer programs by a single computer	BEGIN	OPERATE	CARRY-OUT-ACTION	AUTOMATIZE	START-FUNCTIONING
mumblety-peg.n.01	mumblety-peg, mumble-the-peg, a game in which players throw or flip a jackknife in various ways so that the knife sticks in the ground	PLAY_SPORT/GAME	BID	FIGHT	THROW	COMPETE
murder_conviction.n.01	murder conviction, conviction for murder	KILL	HURT_HARM_ACHE	DESTROY	CANCEL_ELIMINATE	PUNISH
mush.n.04	mush, a journey by dogsled	TRAVEL	GO-FORWARD	RUN	MOVE-ONESELF	MOVE-BY-MEANS-OF
mushroom.n.04	mushroom, mushroom cloud, mushroom-shaped cloud, a large cloud of rubble and dust shaped like a mushroom and rising into the sky after an explosion especially of a nuclear bomb	DESTROY	EXPLODE	ATTACK_BOMB	BURN	EMIT
music.n.02	music, euphony, any agreeable pleasing and harmonious sounds	MAKE-A-SOUND	SING	PERFORM	CRY	CREATE_MATERIALIZE
music.n.03	music, musical activity singing or whistling etc	SING	DANCE	PERFORM	MAKE-A-SOUND	CREATE_MATERIALIZE
music.n.04	music, music the sounds produced by singers or musical instruments or reproductions of such sounds	SING	PERFORM	MAKE-A-SOUND	CREATE_MATERIALIZE	DANCE
music.n.05	music, medicine, punishment for ones actions	PUNISH	TREAT	HURT_HARM_ACHE	CREATE_MATERIALIZE	LOAD_PROVIDE_CHARGE_FURNISH
music_lesson.n.01	music lesson, a lesson in performing music	TEACH	SING	STUDY	PERFORM	DANCE
music_of_the_spheres.n.01	music of the spheres, an inaudible music that pythagoras thought was produced by the celestial	PERFORM	SING	MAKE-A-SOUND	DANCE	CREATE_MATERIALIZE
musical.n.01	musical, musical comedy, musical theater, a play or film whose action and dialogue is interspersed with singing and dancing	SING	DANCE	PERFORM	JOKE	LAUGH
musical_chairs.n.01	musical chairs, going to Jerusalem, a childs game in which players march to music around a group of chairs that contains one chair less than the number of players when the music abruptly stops the players scramble to sit and the player who does not find a chair is eliminated then a chair is removed and the march resumes until only the winner is seated	PLAY_SPORT/GAME	DANCE	BID	FIGHT	PERFORM
musical_chairs.n.02	musical chairs, a rearrangement that has no practical effect or significance	MESS	SORT_CLASSIFY_ARRANGE	ALTERNATE	PLAY_SPORT/GAME	PERFORM
musical_perception.n.01	musical perception, the auditory perception of musical sounds	PERCEIVE	HEAR_LISTEN	UNDERSTAND	SEE	FEEL
musical_performance.n.01	musical performance, the act of performing music	SING	PERFORM	DANCE	MAKE-A-SOUND	PLAY_SPORT/GAME
musk.n.02	musk, the scent of a greasy glandular secretion from the male musk deer	ODORIZE	SMELL	CHANGE-TASTE	EMIT	TREAT-WITH/BY
mutagenesis.n.01	mutagenesis, an event capable of causing a mutation	CONVERT	AMELIORATE	CHANGE-APPEARANCE/STATE	ADJUST_CORRECT	COMBINE_MIX_UNITE
mutation.n.03	mutation, a change or alteration in form or qualities	CONVERT	CHANGE-APPEARANCE/STATE	AMELIORATE	CHANGE_SWITCH	ADJUST_CORRECT
mutual_aid.n.01	mutual aid, international logistic support, arrangements made between nations to assist each other	HELP_HEAL_CARE_CURE	STRENGTHEN_MAKE-RESISTANT	STABILIZE_SUPPORT-PHYSICALLY	LOAD_PROVIDE_CHARGE_FURNISH	FOLLOW_SUPPORT_SPONSOR_FUND
mutual_induction.n.01	mutual induction, generation of electromotive forces in each other by two adjacent circuits	MOUNT_ASSEMBLE_PRODUCE	ESTABLISH	CREATE_MATERIALIZE	JOIN_CONNECT	COMBINE_MIX_UNITE
mycophagy.n.01	mycophagy, the practice of eating fungi especially mushrooms collected in the wild	EAT_BITE	NOURISH_FEED	HUNT	DRINK	TASTE
mydriasis.n.01	mydriasis, reflex pupillary dilation as a muscle pulls the iris outward occurs in response to a decrease in light or certain drugs	CHANGE-APPEARANCE/STATE	WORSEN	CONVERT	REDUCE_DIMINISH	DIM
myelinization.n.01	myelinization, myelinisation, the development of a myelin sheath around a nerve fiber	CHANGE-APPEARANCE/STATE	CONVERT	AMELIORATE	STRENGTHEN_MAKE-RESISTANT	GROW_PLOW
myelography.n.01	myelography, roentgenography of the spinal cord to detect possible lesions usually after injection of a contrast medium into the subarachnoid space	ANALYZE	VERIFY	SEARCH	FIND	MEASURE_EVALUATE
myonecrosis.n.01	myonecrosis, localized death of muscle cell fibers	KILL	HURT_HARM_ACHE	DESTROY	CONTRACT-AN-ILLNESS_INFECT	FINISH_CONCLUDE_END
myotomy.n.01	myotomy, surgical incision or division of a muscle	CUT	HOLE_PIERCE	HURT_HARM_ACHE	BREAK_DETERIORATE	CORRODE_WEAR-AWAY_SCRATCH
myringectomy.n.01	myringectomy, surgical removal of the eardrum	REMOVE_TAKE-AWAY_KIDNAP	CASTRATE	UNFASTEN_UNFOLD	EXTRACT	WASH_CLEAN
myringoplasty.n.01	myringoplasty, surgical repair of a perforated eardrum with a tissue graft	REPAIR_REMEDY	HELP_HEAL_CARE_CURE	STRENGTHEN_MAKE-RESISTANT	RENEW	AMELIORATE
myringotomy.n.01	myringotomy, surgical incision into the eardrum to relieve pressure or release pus from the middle ear	HURT_HARM_ACHE	HOLE_PIERCE	CONTRACT-AN-ILLNESS_INFECT	BREAK_DETERIORATE	KILL
mysticism.n.02	mysticism, obscure or irrational thought	THINK	INTERPRET	CLOUD_SHADOW_HIDE	IMAGINE	UNDERSTAND
